command,track_pointer,track_type,track_channel,triple_sound_indices,direct_source_reference,stream_count,unique_stream_count,stream_addresses_hex,stream_frames,stream_durations_seconds,opcode_sequence_hex,simple_single_stream_program
3472,0x010503,1,1,120,,2,2,0x3F14FC 0x1E64C0,183 153,1.405440 1.175040,07 09 01 01 0B 00,False
3476,0x01059B,1,1,121,,2,2,0x3F266C 0x2DEC00,67 126,0.514560 0.967680,07 09 01 01 0B 00,False
3480,0x010633,1,1,122,,2,2,0x3F266C 0x1F7464,67 130,0.514560 0.998400,07 09 01 01 0B 00,False
3484,0x0106CB,1,1,123,,2,2,0x3F266C 0x3F2C24,67 104,0.514560 0.798720,07 09 01 01 0B 00,False
3488,0x010763,1,1,124,,2,2,0x3F266C 0x1E5478,67 180,0.514560 1.382400,07 09 01 01 0B 00,False
3492,0x0107FB,1,1,125,,2,2,0x3F266C 0x2DF636,67 128,0.514560 0.983040,07 09 01 01 0B 00,False
3496,0x010893,1,1,126,,2,2,0x3F266C 0x1F6B48,67 110,0.514560 0.844800,07 09 01 01 0B 00,False
3500,0x01092B,1,1,127,,2,2,0x3F266C 0x3E06BC,67 166,0.514560 1.274880,07 09 01 01 0B 00,False
3504,0x0109C3,1,1,128,,2,2,0x3F266C 0x1F7EAC,67 139,0.514560 1.067520,07 09 01 01 0B 00,False
3508,0x010A5B,1,1,138,,1,1,0x2CD0F2,172,1.320960,07 09 01 0B 00,True
3512,0x010AD3,1,1,139,,1,1,0x3C9922,171,1.313280,07 09 01 0B 00,True
3516,0x010B4B,1,1,13A,,1,1,0x2B507C,356,2.734080,07 09 01 0B 00,True
3532,0x010BC3,1,1,13B,,1,1,0x3ED16E,112,0.860160,07 09 01 0B 00,True
3536,0x010C3B,1,1,153,,1,1,0x3E2320,118,0.906240,07 09 01 0B 00,True
3540,0x010CB3,1,1,154,,1,1,0x1E180E,219,1.681920,07 09 01 0B 00,True
3544,0x010D2B,1,1,155,,1,1,0x3E2DE6,113,0.867840,07 09 01 0B 00,True
3548,0x010DA3,1,1,156,,1,1,0x2E4CF2,151,1.159680,07 09 01 0B 00,True
3556,0x010E93,1,1,143,,1,1,0x3DCB58,148,1.136640,07 09 01 0B 00,True
3564,0x010F0B,1,1,13C,,1,1,0x3D3B60,173,1.328640,07 09 01 0B 00,True
3568,0x010F83,1,1,144,,1,1,0x2D6F7A,162,1.244160,07 09 01 0B 00,True
3580,0x010FFB,1,1,159,,1,1,0x1D051C,73,0.560640,07 09 01 0B 00,True
3584,0x011073,1,1,15A,,1,1,0x3DF4BC,82,0.629760,07 09 01 0B 00,True
3588,0x0110EB,1,1,15B,,1,1,0x3E3D74,131,1.006080,07 09 01 0B 00,True
3592,0x011163,1,1,15C,,1,1,0x1ED310,100,0.768000,07 09 01 0B 00,True
3600,0x0111DB,1,1,15E,,1,1,0x1F1336,120,0.921600,07 09 01 0B 00,True
3604,0x011253,1,1,15F,,1,1,0x3E4868,131,1.006080,07 09 01 0B 00,True
3608,0x0112CB,1,1,160,,1,1,0x3E14D2,149,1.144320,07 09 01 0B 00,True
3612,0x011343,1,1,161,,1,1,0x1E894A,217,1.666560,07 09 01 0B 00,True
3616,0x0113BB,1,1,162,,1,1,0x2D7D9A,127,0.975360,07 09 01 0B 00,True
3624,0x011433,1,1,164,,1,1,0x1E3678,225,1.728000,07 09 01 0B 00,True
3628,0x0114AB,1,1,136,,1,1,0x2BDEB0,247,1.896960,07 09 01 0B 00,True
3632,0x011523,1,1,165,,1,1,0x2C69C4,168,1.290240,07 09 01 0B 00,True
3636,0x01159B,1,1,166,,1,1,0x2D5824,252,1.935360,07 09 01 0B 00,True
3640,0x011613,1,1,12B,,1,1,0x2DEC00,126,0.967680,07 09 01 0B 00,True
3644,0x01168B,1,1,12C,,1,1,0x1F7464,130,0.998400,07 09 01 0B 00,True
3648,0x011703,1,1,12D,,1,1,0x3F2C24,104,0.798720,07 09 01 0B 00,True
3652,0x01177B,1,1,12E,,1,1,0x1E5478,180,1.382400,07 09 01 0B 00,True
3656,0x0117F3,1,1,12F,,1,1,0x2DF636,128,0.983040,07 09 01 0B 00,True
3660,0x01186B,1,1,130,,1,1,0x1F6B48,110,0.844800,07 09 01 0B 00,True
3664,0x0118E3,1,1,131,,1,1,0x3E06BC,166,1.274880,07 09 01 0B 00,True
3668,0x01195B,1,1,132,,1,1,0x1F7EAC,139,1.067520,07 09 01 0B 00,True
3672,0x0119D3,1,1,133,,1,1,0x2D3170,65,0.499200,07 09 01 0B 00,True
3680,0x011AC3,1,1,16F,,1,1,0x2D380A,214,1.643520,07 09 01 0B 00,True
3684,0x011B3B,1,1,170,,1,1,0x3F56E6,166,1.274880,07 09 01 0B 00,True
3688,0x011BB3,1,1,171,,1,1,0x2C320A,222,1.704960,07 09 01 0B 00,True
3724,0x011C2B,1,1,17A,,1,1,0x3F35A6,266,2.042880,07 09 01 0B 00,True
3728,0x011CA3,1,1,17B,,1,1,0x3DA50C,259,1.989120,07 09 01 0B 00,True
3736,0x011D1B,1,1,17D,,1,1,0x3E6DA0,268,2.058240,07 09 01 0B 00,True
3740,0x011D93,1,1,17E,,1,1,0x2E36B0,90,0.691200,07 09 01 0B 00,True
3744,0x011E0B,1,1,17F,,1,1,0x3F00A4,238,1.827840,07 09 01 0B 00,True
3748,0x011E83,1,1,180,,1,1,0x3DD6BE,224,1.720320,07 09 01 0B 00,True
3752,0x011EFB,1,1,181,,1,1,0x3D0CE6,189,1.451520,07 09 01 0B 00,True
3756,0x011F73,1,1,182,,1,1,0x1EDBE6,209,1.605120,07 09 01 0B 00,True
3760,0x011FEB,1,1,183,,1,1,0x2E0112,157,1.205760,07 09 01 0B 00,True
3764,0x012063,1,1,184,,1,1,0x3EF79E,93,0.714240,07 09 01 0B 00,True
3768,0x0120DB,1,1,185,,1,1,0x1F29F2,126,0.967680,07 09 01 0B 00,True
3776,0x012153,1,1,187,,1,1,0x2DA550,265,2.035200,07 09 01 0B 00,True
3780,0x0121CB,1,1,188,,2,2,0x3F4DFA 0x1ECBF2,49 71,0.376320 0.545280,07 09 01 01 0B 00,False
3788,0x012263,1,1,18A,,2,2,0x3F4DFA 0x2DCFA0,49 110,0.376320 0.844800,07 09 01 01 0B 00,False
3792,0x0122FB,1,1,18B,,1,1,0x1F8B88,157,1.205760,07 09 01 0B 00,True
3796,0x012373,1,1,18C,,1,1,0x2B7E36,121,0.929280,07 09 01 0B 00,True
3800,0x0123EB,1,1,18D,,2,2,0x2CE07A 0x2B7E36,78 121,0.599040 0.929280,07 09 01 01 0B 00,False
3808,0x012483,1,1,18F,,1,1,0x3D5A24,66,0.506880,07 09 01 0B 00,True
3844,0x0124FB,1,1,198,,1,1,0x2BF4B4,174,1.336320,07 09 01 0B 00,True
3852,0x012573,1,1,19A,,1,1,0x3F5192,66,0.506880,07 09 01 0B 00,True
3856,0x0125EB,1,1,19B,,1,1,0x2E1DA6,79,0.606720,07 09 01 0B 00,True
3860,0x012663,1,1,19C,,1,1,0x3D0286,114,0.875520,07 09 01 0B 00,True
3864,0x0126DB,1,1,19D,,1,1,0x3D9B52,99,0.760320,07 09 01 0B 00,True
3868,0x012753,1,1,19E,,1,1,0x2C0460,155,1.190400,07 09 01 0B 00,True
3872,0x0127CB,1,1,19F,,1,1,0x2D4BBA,147,1.128960,07 09 01 0B 00,True
3876,0x012843,1,1,1A0,,1,1,0x3EA1BC,164,1.259520,07 09 01 0B 00,True
3880,0x0128BB,1,1,1A1,,1,1,0x2E3EA6,156,1.198080,07 09 01 0B 00,True
3884,0x012933,1,1,1A2,,1,1,0x1D527E,152,1.167360,07 09 01 0B 00,True
3888,0x0129AB,1,1,1A3,,1,1,0x2D2014,206,1.582080,07 09 01 0B 00,True
3892,0x012A23,1,1,1A4,,1,1,0x3D7FB0,308,2.365440,07 09 01 0B 00,True
3896,0x012A9B,1,1,1A5,,1,1,0x3E386A,58,0.445440,07 09 01 0B 00,True
3900,0x012B13,1,1,1A6,,1,1,0x2E59C2,66,0.506880,07 09 01 0B 00,True
3904,0x012B8B,1,1,1A7,,1,1,0x2CB1F6,174,1.336320,07 09 01 0B 00,True
3908,0x012C03,1,1,1A8,,1,1,0x2E0EAC,176,1.351680,07 09 01 0B 00,True
3916,0x012C7B,1,1,1AA,,1,1,0x1D1FE6,294,2.257920,07 09 01 0B 00,True
3924,0x012CF3,1,1,1AC,,1,1,0x1EED24,151,1.159680,07 09 01 0B 00,True
3928,0x012D6B,1,1,1AD,,1,1,0x2BA5FE,260,1.996800,07 09 01 0B 00,True
3932,0x012DE3,1,1,1AE,,1,1,0x1D98EC,102,0.783360,07 09 01 0B 00,True
3980,0x012E5B,1,1,1BA,,1,1,0x1DD446,323,2.480640,07 09 01 0B 00,True
3984,0x012ED3,1,1,1BB,,1,1,0x1EFA4C,190,1.459200,07 09 01 0B 00,True
3988,0x012F4B,1,1,1BC,,1,1,0x3D4AFE,158,1.213440,07 09 01 0B 00,True
3992,0x012FC3,1,1,190,,1,1,0x2D03B6,307,2.357760,07 09 01 0B 00,True
3996,0x01303B,1,1,191,,1,1,0x1F458A,414,3.179520,07 09 01 0B 00,True
4000,0x0130B3,1,1,192,,1,1,0x1D60E8,303,2.327040,07 09 01 0B 00,True
4500,0x01312B,1,1,200,,1,1,0x32CEE8,48,0.368640,07 09 01 0B 00,True
4504,0x0131A3,1,1,201,,1,1,0x32D3A2,60,0.460800,07 09 01 0B 00,True
4508,0x01321B,1,1,202,,1,1,0x23243E,63,0.483840,07 09 01 0B 00,True
4512,0x013293,1,1,203,,1,1,0x3419BC,77,0.591360,07 09 01 0B 00,True
4516,0x013293,1,1,204,,1,1,0x3419BC,77,0.591360,07 09 01 0B 00,True
4520,0x013293,1,1,205,,1,1,0x3419BC,77,0.591360,07 09 01 0B 00,True
4524,0x01330B,1,1,206,,1,1,0x334A4E,43,0.330240,07 01 00,True
4528,0x01330B,1,1,234,,1,1,0x334A4E,43,0.330240,07 01 00,True
4532,0x013353,1,1,235,,1,1,0x334E0C,36,0.276480,07 01 00,True
4536,0x01339B,1,1,207,,1,1,0x3310A0,103,0.791040,07 01 00,True
4540,0x0133E3,1,1,208,,1,1,0x33022E,143,1.098240,07 01 00,True
4548,0x01342B,1,1,20A,,1,1,0x132C88,117,0.898560,07 09 01 0B 00,True
4552,0x01342B,1,1,20B,,1,1,0x132C88,117,0.898560,07 09 01 0B 00,True
4556,0x0134A3,1,1,20C,,1,1,0x12DF3A,107,0.821760,07 09 01 0B 00,True
4560,0x01351B,1,1,20D,,1,1,0x33199C,148,1.136640,07 09 01 0B 00,True
4564,0x013593,1,1,20E,,1,1,0x12C53A,245,1.881600,07 09 01 0B 00,True
4568,0x01360B,1,1,20F,,1,1,0x12EAAC,168,1.290240,07 01 00,True
4572,0x013653,1,1,210,,1,1,0x3332E4,126,0.967680,07 01 00,True
4576,0x01369B,1,1,211,,1,1,0x13050C,156,1.198080,07 01 00,True
4580,0x0136E3,1,1,212,,1,1,0x33F58E,164,1.259520,07 01 00,True
4584,0x0136E3,1,1,213,,1,1,0x33F58E,164,1.259520,07 01 00,True
4592,0x01372B,1,1,215,,1,1,0x32BC14,39,0.299520,07 01 00,True
4596,0x013773,1,1,216,,1,1,0x32BEFE,40,0.307200,07 01 00,True
4600,0x0137BB,1,1,217,,1,1,0x32C220,48,0.368640,07 01 00,True
4604,0x013803,1,1,218,,1,1,0x32C5B8,94,0.721920,07 01 00,True
4608,0x01384B,1,1,219,,10,7,0x3420FC 0x3426CA 0x23784E 0x3420FC 0x237E16 0x342B22 0x23784E 0x237E16 0x3430BE 0x3433BA,60 51 62 60 58 70 62 58 42 76,0.460800 0.391680 0.476160 0.460800 0.445440 0.537600 0.476160 0.445440 0.322560 0.583680,07 09 01 01 01 01 01 01 01 01 01 01 0B 00,False
4612,0x0139E3,1,1,21A,,6,6,0x235096 0x340488 0x1340E0 0x235B86 0x340E18 0x2362CA,126 102 117 81 111 85,0.967680 0.783360 0.898560 0.622080 0.852480 0.652800,07 09 01 01 01 01 01 01 0F 0B 00,False
4616,0x013AFE,1,1,21B,,1,1,0x335158,49,0.376320,07 01 00,True
4620,0x013B46,1,1,21C,,1,1,0x3355DE,40,0.307200,07 01 00,True
4624,0x013B8E,1,1,21D,,1,1,0x3299EE,113,0.867840,07 01 00,True
4628,0x013BD6,1,1,21E,,1,1,0x32A592,111,0.852480,07 01 00,True
4632,0x013C1E,1,1,21F,,1,1,0x32B0A2,122,0.936960,07 01 00,True
4636,0x013C66,1,1,220,,1,1,0x12FBA8,94,0.721920,07 01 00,True
4640,0x013C66,1,1,221,,1,1,0x12FBA8,94,0.721920,07 01 00,True
4644,0x013CAE,1,1,222,,1,1,0x2329FC,180,1.382400,07 01 00,True
4648,0x013CF6,1,1,223,,1,1,0x129766,175,1.344000,07 01 00,True
4652,0x013D3E,1,1,224,,1,1,0x333E14,39,0.299520,07 01 00,True
4656,0x013D3E,1,1,225,,1,1,0x333E14,39,0.299520,07 01 00,True
4660,0x013D3E,1,1,226,,1,1,0x333E14,39,0.299520,07 01 00,True
4664,0x013D3E,1,1,227,,1,1,0x333E14,39,0.299520,07 01 00,True
4668,0x013D3E,1,1,228,,1,1,0x333E14,39,0.299520,07 01 00,True
4672,0x013D86,1,1,229,,1,1,0x12695C,159,1.221120,07 01 00,True
4676,0x013D86,1,1,22A,,1,1,0x12695C,159,1.221120,07 01 00,True
4680,0x013DCE,1,1,22B,,1,1,0x231E20,68,0.522240,07 09 01 0B 00,True
4684,0x013E46,1,1,22C,,1,1,0x236AEA,67,0.514560,07 09 01 0B 00,True
4688,0x013EBE,1,1,22D,,1,1,0x23716A,76,0.583680,07 09 01 0B 00,True
4692,0x013F36,1,1,22E,,1,1,0x12A9B0,129,0.990720,07 09 01 0B 00,True
4696,0x013FAE,1,1,22F,,1,1,0x12B744,138,1.059840,07 09 01 0B 00,True
4700,0x014026,1,1,230,,1,1,0x3341DA,104,0.798720,07 09 01 0B 00,True
4704,0x014026,1,1,231,,1,1,0x3341DA,104,0.798720,07 09 01 0B 00,True
4708,0x01409E,1,1,232,,1,1,0x13390E,85,0.652800,07 09 01 0B 00,True
4712,0x014116,1,1,233,,1,1,0x234426,123,0.944640,07 09 01 0B 00,True
4800,0x01418E,1,1,236,,1,1,0x22227C,146,1.121280,07 01 00,True
4804,0x0141D6,1,1,237,,1,1,0x21B96E,145,1.113600,07 01 00,True
4808,0x01421E,1,1,238,,1,1,0x3142B4,98,0.752640,07 01 00,True
4812,0x014266,1,1,239,,1,1,0x312F36,45,0.345600,07 01 00,True
4816,0x0142AE,1,1,23A,,1,1,0x3182D0,92,0.706560,07 01 00,True
4820,0x0142F6,1,1,23B,,1,1,0x21C41C,72,0.552960,07 01 00,True
4824,0x01433E,1,1,23C,,6,6,0x220432 0x2209DA 0x3156A6 0x10F558 0x221400 0x315F14,68 107 96 100 150 125,0.522240 0.821760 0.737280 0.768000 1.152000 0.960000,07 09 01 01 01 01 01 01 0B 00,False
4828,0x014456,1,1,23D,,1,1,0x31337E,54,0.414720,07 01 00,True
4832,0x01449E,1,1,23E,,1,1,0x21D68E,81,0.622080,07 01 00,True
4836,0x0144E6,1,1,23F,,1,1,0x21DD88,71,0.545280,07 01 00,True
4840,0x01452E,1,1,240,,1,1,0x21E456,64,0.491520,07 01 00,True
4844,0x014576,1,1,241,,1,1,0x31381C,57,0.437760,07 01 00,True
4848,0x0145BE,1,1,242,,1,1,0x313DF2,51,0.391680,07 01 00,True
4852,0x014606,1,1,243,,1,1,0x311948,86,0.660480,07 01 00,True
4856,0x01464E,1,1,244,,1,1,0x3121F6,85,0.652800,07 01 00,True
4860,0x014696,1,1,245,,1,1,0x310B78,145,1.113600,07 01 00,True
4864,0x0146DE,1,1,246,,1,1,0x109F44,152,1.167360,07 01 00,True
4868,0x014726,1,1,247,,1,1,0x218FFE,117,0.898560,07 01 00,True
4872,0x01476E,1,1,248,,1,1,0x219952,111,0.852480,07 01 00,True
4876,0x0147B6,1,1,249,,1,1,0x1095C0,105,0.806400,07 01 00,True
4880,0x0147FE,1,1,24A,,1,1,0x312A80,48,0.368640,07 01 00,True
4884,0x014846,1,1,24B,,1,1,0x21B1C0,76,0.583680,07 01 00,True
4888,0x01488E,1,1,24C,,1,1,0x10CC4A,70,0.537600,07 01 00,True
4892,0x0148D6,1,1,24D,,1,1,0x21FE8C,58,0.445440,07 01 00,True
4896,0x01491E,1,1,24E,,1,1,0x10EA68,102,0.783360,07 01 00,True
4900,0x014966,1,1,24F,,1,1,0x317B7C,66,0.506880,07 01 00,True
4904,0x0149AE,1,1,250,,1,1,0x31489E,62,0.476160,07 09 01 0B 00,True
4908,0x014A26,1,1,251,,1,1,0x314DD2,46,0.353280,07 09 01 0B 00,True
4912,0x014A9E,1,1,252,,1,1,0x10DB54,69,0.529920,07 09 01 0B 00,True
4916,0x014B16,1,1,253,,1,1,0x21EA36,65,0.499200,07 09 01 0B 00,True
4920,0x014B8E,1,1,254,,1,1,0x21F084,65,0.499200,07 09 01 0B 00,True
4924,0x014C06,1,1,255,,1,1,0x21F62E,83,0.637440,07 09 01 0B 00,True
4928,0x014C7E,1,1,256,,1,1,0x10E280,79,0.606720,07 09 01 0B 00,True
4932,0x014CF6,1,1,257,,1,1,0x3151DA,48,0.368640,07 09 01 0B 00,True
4936,0x014D6E,1,1,258,,1,1,0x220432,68,0.522240,07 09 01 0B 00,True
4940,0x014DE6,1,1,259,,1,1,0x3156A6,96,0.737280,07 09 01 0B 00,True
4944,0x014E5E,1,1,25A,,1,1,0x2209DA,107,0.821760,07 09 01 0B 00,True
4948,0x014ED6,1,1,25B,,1,1,0x10F558,100,0.768000,07 09 01 0B 00,True
4952,0x014F4E,1,1,25C,,1,1,0x10D3FC,72,0.552960,07 09 01 0B 00,True
4956,0x014FC6,1,1,25D,,1,1,0x223A72,69,0.529920,07 09 01 0B 00,True
4960,0x01503E,1,1,25E,,1,1,0x3174D8,78,0.599040,07 09 01 0B 00,True
4964,0x0150B6,1,1,25F,,1,1,0x10FEC0,108,0.829440,07 09 01 0B 00,True
4968,0x01512E,1,1,260,,1,1,0x224042,263,2.019840,07 09 01 0B 00,True
4972,0x0151A6,1,1,261,,1,1,0x21CA28,117,0.898560,07 09 01 0B 00,True
4976,0x01521E,1,1,262,,1,1,0x222F0E,104,0.798720,07 09 01 0B 00,True
4980,0x015296,1,1,263,,1,1,0x316A5C,99,0.760320,07 09 01 0B 00,True
4984,0x01530E,1,1,264,,1,1,0x10AE1E,166,1.274880,07 09 01 0B 00,True
4988,0x015386,1,1,265,,1,1,0x21A316,129,0.990720,07 09 01 0B 00,True
4992,0x0153FE,1,1,266,,1,1,0x10BE4C,132,1.013760,07 09 01 0B 00,True
5000,0x015476,1,1,267,,1,1,0x347BE2,65,0.499200,07 09 01 0B 00,True
5004,0x0154EE,1,1,268,,1,1,0x34821C,66,0.506880,07 09 01 0B 00,True
5008,0x015566,1,1,269,,1,1,0x13577E,63,0.483840,07 09 01 0B 00,True
5012,0x0155DE,1,1,26A,,1,1,0x239360,55,0.422400,07 09 01 0B 00,True
5016,0x015656,1,1,26B,,1,1,0x3487F2,49,0.376320,07 09 01 0B 00,True
5020,0x0156CE,1,1,26C,,1,1,0x2398B2,62,0.476160,07 09 01 0B 00,True
5024,0x015746,1,1,26D,,1,1,0x13659C,109,0.837120,07 09 01 0B 00,True
5028,0x0157BE,1,1,26E,,1,1,0x239E6C,130,0.998400,07 09 01 0B 00,True
5032,0x015836,1,1,26F,,1,1,0x13B158,106,0.814080,07 09 01 0B 00,True
5036,0x0158AE,1,1,270,,1,1,0x34AE52,169,1.297920,07 09 01 0B 00,True
5040,0x015926,1,1,271,,1,1,0x13700A,104,0.798720,07 09 01 0B 00,True
5044,0x01599E,1,1,272,,1,1,0x34A75E,32,0.245760,07 01 00,True
5048,0x0159E6,1,1,273,,1,1,0x34AAA4,38,0.291840,07 01 00,True
5052,0x015A2E,1,1,274,,1,1,0x34635C,29,0.222720,07 01 00,True
5056,0x015A76,1,1,275,,1,1,0x238B98,81,0.622080,07 01 00,True
5060,0x015ABE,1,1,276,,1,1,0x3466B4,78,0.599040,07 01 00,True
5064,0x015B06,1,1,277,,1,1,0x135E5E,77,0.591360,07 01 00,True
5068,0x015B4E,1,1,278,,1,1,0x346E08,131,1.006080,07 01 00,True
5072,0x015B96,1,1,279,,1,1,0x348C98,134,1.029120,07 01 00,True
5076,0x015BDE,1,1,27A,,1,1,0x23B1E4,68,0.522240,07 01 00,True
5080,0x015C26,1,1,27B,,1,1,0x23AC30,63,0.483840,07 01 00,True
5084,0x015C6E,1,1,27C,,1,1,0x34BF2E,32,0.245760,07 01 00,True
5088,0x015CB6,1,1,27D,,1,1,0x23835C,92,0.706560,07 01 00,True
5092,0x015CFE,1,1,27E,,1,1,0x1382A4,151,1.159680,07 01 00,True
5096,0x015D46,1,1,27F,,1,1,0x23BED4,202,1.551360,07 01 00,True
5100,0x015D8E,1,1,280,,1,1,0x139830,284,2.181120,07 01 00,True
5104,0x015DD6,1,1,281,,13,6,0x349D52 0x349D52 0x137B94 0x3499EE 0x139040 0x349D52 0x34A216 0x3499EE 0x23B85E 0x137B94 0x34A216 0x34A216 0x3499EE,43 43 66 35 90 43 58 35 61 66 58 58 35,0.330240 0.330240 0.506880 0.268800 0.691200 0.330240 0.445440 0.268800 0.468480 0.506880 0.445440 0.445440 0.268800,07 09 01 01 01 01 01 01 01 01 01 01 01 01 01 0B 00,False
6144,0x015FCE,1,1,1F9,,1,1,0x184336,272,2.088960,07 09 01 0B 00,True
6148,0x016046,1,1,1FA,,1,1,0x264EC6,250,1.920000,07 09 01 0B 00,True
6156,0x0160BE,1,1,1DC,,2,2,0x3677C0 0x18642E,64 90,0.491520 0.691200,07 09 01 01 0B 00,False
6164,0x016156,1,1,1DB,,2,2,0x3677C0 0x367F82,64 131,0.491520 1.006080,07 09 01 01 0B 00,False
6168,0x0161EE,1,1,1DD,,2,2,0x3677C0 0x186D6C,64 139,0.491520 1.067520,07 09 01 01 0B 00,False
6172,0x016286,1,1,1DE,,2,2,0x3677C0 0x266A56,64 120,0.491520 0.921600,07 09 01 01 0B 00,False
6176,0x01631E,1,1,1DF,,2,2,0x3677C0 0x187D7E,64 143,0.491520 1.098240,07 09 01 01 0B 00,False
6180,0x0163B6,1,1,1E0,,2,2,0x3677C0 0x2677B6,64 107,0.491520 0.821760,07 09 01 01 0B 00,False
6192,0x01644E,1,1,1E1,,2,2,0x3677C0 0x188E40,64 115,0.491520 0.883200,07 09 01 01 0B 00,False
6196,0x0164E6,1,1,1E2,,2,2,0x3677C0 0x189B16,64 130,0.491520 0.998400,07 09 01 01 0B 00,False
6200,0x01657E,1,1,2B4,,2,2,0x368EDA 0x369B78,117 86,0.898560 0.660480,07 09 01 01 0B 00,False
6208,0x016616,1,1,2B6,,2,2,0x368EDA 0x36A47A,117 122,0.898560 0.936960,07 09 01 01 0B 00,False
6212,0x0166AE,1,1,2B7,,2,2,0x368EDA 0x36B30E,117 132,0.898560 1.013760,07 09 01 01 0B 00,False
6216,0x016746,1,1,2B8,,2,2,0x368EDA 0x268450,117 137,0.898560 1.052160,07 09 01 01 0B 00,False
6220,0x0167DE,1,1,2B9,,2,2,0x368EDA 0x26941E,117 165,0.898560 1.267200,07 09 01 01 0B 00,False
6224,0x016876,1,1,2BA,,2,2,0x368EDA 0x18AB44,117 124,0.898560 0.952320,07 09 01 01 0B 00,False
6236,0x01690E,1,1,2BB,,2,2,0x368EDA 0x26A668,117 116,0.898560 0.890880,07 09 01 01 0B 00,False
6240,0x0169A6,1,1,2BE,,2,2,0x368EDA 0x36C294,117 135,0.898560 1.036800,07 09 01 01 0B 00,False
6276,0x016A3E,1,1,2C7,,1,1,0x18B98C,103,0.791040,07 09 01 0B 00,True
6280,0x016AB6,1,1,2C8,,1,1,0x18C3B8,108,0.829440,07 09 01 0B 00,True
6284,0x016B2E,1,1,2C9,,1,1,0x26B36A,111,0.852480,07 09 01 0B 00,True
6288,0x016BA6,1,1,2CA,,1,1,0x36D2E8,137,1.052160,07 09 01 0B 00,True
6292,0x016C1E,1,1,2CB,,1,1,0x18CFFE,125,0.960000,07 09 01 0B 00,True
6296,0x016C96,1,1,2CC,,1,1,0x36E250,101,0.775680,07 09 01 0B 00,True
6300,0x016D0E,1,1,2CD,,1,1,0x26C042,120,0.921600,07 09 01 0B 00,True
6304,0x016D86,1,1,2CE,,1,1,0x36EE08,144,1.105920,07 09 01 0B 00,True
6308,0x016DFE,1,1,2CF,,2,2,0x36FE48 0x26CCF2,35 210,0.268800 1.612800,07 09 01 01 0B 00,False
6316,0x016F2E,1,1,2D1,,2,2,0x26E3D6 0x26CCF2,98 210,0.752640 1.612800,07 09 01 01 0B 00,False
6320,0x016FC6,1,1,2D2,,2,2,0x370228 0x26CCF2,95 210,0.729600 1.612800,07 09 01 01 0B 00,False
6324,0x01705E,1,1,2D3,,2,2,0x18E8DA 0x26CCF2,108 210,0.829440 1.612800,07 09 01 01 0B 00,False
6328,0x0170F6,1,1,2D4,,2,2,0x18F4A8 0x26CCF2,101 210,0.775680 1.612800,07 09 01 01 0B 00,False
6332,0x01718E,1,1,2D5,,2,2,0x26EFD8 0x26CCF2,94 210,0.721920 1.612800,07 09 01 01 0B 00,False
6336,0x017226,1,1,2D6,,2,2,0x370DCA 0x26CCF2,68 210,0.522240 1.612800,07 09 01 01 0B 00,False
6344,0x017356,1,1,2D8,,2,2,0x270576 0x26CCF2,97 210,0.744960 1.612800,07 09 01 01 0B 00,False
6348,0x0173EE,1,1,2D9,,1,1,0x1900AC,333,2.557440,07 09 01 0B 00,True
6352,0x017466,1,1,2DA,,2,2,0x1900AC 0x19280A,333 157,2.557440 1.205760,07 09 01 01 0B 00,False
6356,0x0174FE,1,1,2DB,,1,1,0x3715C8,243,1.866240,07 09 01 0B 00,True
6360,0x017576,1,1,2DC,,1,1,0x193BA4,165,1.267200,07 09 01 0B 00,True
6364,0x0175EE,1,1,1D1,,1,1,0x3731DC,219,1.681920,07 09 01 0B 00,True
6368,0x017666,1,1,1D2,,1,1,0x194F56,111,0.852480,07 09 01 0B 00,True
6376,0x017756,1,1,2DD,,1,1,0x27212E,173,1.328640,07 09 01 0B 00,True
6380,0x0177CE,1,1,1D9,,1,1,0x195ACA,126,0.967680,07 09 01 0B 00,True
6384,0x017846,1,1,1DA,,1,1,0x27350E,134,1.029120,07 09 01 0B 00,True
6388,0x0178BE,1,1,1D8,,1,1,0x3749D4,118,0.906240,07 09 01 0B 00,True
6392,0x017936,1,1,1E4,,1,1,0x274288,189,1.451520,07 09 01 0B 00,True
6396,0x0179AE,1,1,1E9,,1,1,0x19696E,140,1.075200,07 09 01 0B 00,True
6400,0x017A26,1,1,1D0,,1,1,0x27576E,134,1.029120,07 09 01 0B 00,True
6404,0x017A9E,1,1,1EB,,1,1,0x19772C,91,0.698880,07 09 01 0B 00,True
6408,0x017B16,1,1,1EC,,1,1,0x1980B6,157,1.205760,07 09 01 0B 00,True
6412,0x017B8E,1,1,2DE,,1,1,0x276512,159,1.221120,07 09 01 0B 00,True
6424,0x017CF6,1,1,2E1,,1,1,0x1991C0,154,1.182720,07 09 01 0B 00,True
6428,0x017D6E,1,1,2E2,,1,1,0x19A284,213,1.635840,07 09 01 0B 00,True
6432,0x017DE6,1,1,2E3,,1,1,0x3757C2,159,1.221120,07 09 01 0B 00,True
6436,0x017E5E,1,1,1D6,,1,1,0x19BB4C,137,1.052160,07 09 01 0B 00,True
6440,0x017ED6,1,1,2E4,,1,1,0x19CA00,121,0.929280,07 09 01 0B 00,True
6444,0x017F4E,1,1,1D7,,1,1,0x27903E,237,1.820160,07 09 01 0B 00,True
